"Monto","Fecha","Actividad","Direccion","Empleado","Sexo","Nivel_Estudio","Rango_Etareo","Descuento"
"2113,00","2022-09-07","Actividades Acuáticas","Bv. Roca 111","IGOR ORTEGA","m","Educacion Superior","Adultez",",00"
"2361,00","2022-09-09","Entrenamiento Especializado","Bv. Roca 111","ROSA ANA MANRIQUE","m","Licenciatura","Adultez",",00"
"2372,00","2022-09-13","Actividades Acuáticas","Bv. Roca 111","ELIA GASPAR","m","Educacion Primaria","Juventud",",00"
"3690,00","2022-09-14","Actividades Acuáticas","Bv. Roca 111","LUIS MANUEL MATO","m","Educacion Superior","Adultez",",00"
"3702,00","2022-09-14","Actividades Acuáticas","Bv. Roca 111","JUAN MANUEL RINCON","f","Ingenieria","Adultez",",00"
"3215,00","2022-09-15","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Ingenieria","Adultez",",00"
"2941,00","2022-09-16","Cardio y Acondicionamiento Físico","Bv. Roca 111","ELIA GASPAR","m","Educacion Secundaria","Adultez","294,10"
"2574,00","2022-09-17","Bienestar y Cuidado Corporal","Bv. Roca 111","SUSANA SEBASTIAN","m","Educacion Secundaria","Adultez",",00"
"2003,00","2022-09-18","Baile","Bv. Roca 111","IGNACIO VEIGA","m","Tecnicatura Universitaria","Adultez",",00"
"3485,00","2022-09-20","Grupos Específicos","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Tecnicatura Universitaria","Adultez",",00"
"2140,00","2022-09-23","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","IGOR ORTEGA","f","Ingenieria","Adultez",",00"
"2009,00","2022-09-23","Actividades al Aire Libre","Bv. Roca 111","ARTURO RAYA","f","Educacion Superior","Adultez",",00"
"2216,00","2022-09-24","Actividades Acuáticas","Bv. Roca 111","VERONICA PAREJA","m","Ingenieria","Juventud",",00"
"2007,00","2022-09-27","Entrenamiento Especializado","Bv. Roca 111","IGNACIO VEIGA","f","Licenciatura","Adultez",",00"
"2862,00","2022-09-29","Baile","Bv. Roca 111","LETICIA TORNERO","f","Educacion Secundaria","Adultez",",00"
"4126,00","2022-09-29","Entrenamiento Especializado","Bv. Roca 111","JUAN DIEGO PICON","f","Educacion Primaria","Adultez",",00"
"2197,00","2022-09-30","Cardio y Acondicionamiento Físico","Bv. Roca 111","JON SIMO","m","Ingenieria","Juventud",",00"
"4359,00","2022-09-30","Actividades al Aire Libre","Bv. Roca 111","FERRAN ESTEVE","m","Maestria","Adultez",",00"
"2393,00","2022-10-01","Entrenamiento Especializado","Bv. Roca 111","SAID AMARO","m","Tecnicatura Universitaria","Adultez",",00"
"2101,00","2022-10-03","Bienestar y Cuidado Corporal","Bv. Roca 111","VERONICA PAREJA","m","Educacion Primaria","Adultez",",00"
"2568,00","2022-10-04","Actividades Acuáticas","Bv. Roca 111","SORAYA SEBASTIAN","f","Licenciatura","Adultez",",00"
"2529,00","2022-10-05","Deportes","Bv. Roca 111","ELIA GASPAR","f","Licenciatura","Adultez",",00"
"3082,00","2022-10-06","Cardio y Acondicionamiento Físico","Bv. Roca 111","BELEN GRANADO","m","Doctorado","Adultez",",00"
"2667,00","2022-10-06","Baile","Bv. Roca 111","CARLOS PUENTE","f","Educacion Primaria","Adultez",",00"
"2758,00","2022-10-07","Cardio y Acondicionamiento Físico","Bv. Roca 111","SORAYA SEBASTIAN","f","Doctorado","Adultez",",00"
"2623,00","2022-10-07","Deportes","Bv. Roca 111","JUAN MANUEL RINCON","m","Maestria","Adultez",",00"
"3652,00","2022-10-08","Bienestar y Relajación","Bv. Roca 111","JOAN MONTALBAN","m","Educacion Superior","Adultez",",00"
"2102,00","2022-10-10","Grupos Específicos","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Primaria","Adultez",",00"
"3229,00","2022-10-12","Actividades al Aire Libre","Bv. Roca 111","ELIA GASPAR","f","Ingenieria","Adultez",",00"
"4159,00","2022-10-14","Baile","Bv. Roca 111","JUAN DIEGO PICON","f","Educacion Primaria","Adultez",",00"
"2607,00","2022-10-15","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Secundaria","Adultez",",00"
"3183,00","2022-10-18","Bienestar y Cuidado Corporal","Bv. Roca 111","SAID AMARO","f","Educacion Superior","Adultez",",00"
"2242,00","2022-10-19","Bienestar y Relajación","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Doctorado","Adultez","336,30"
"2101,00","2022-10-22","Bienestar y Cuidado Corporal","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Licenciatura","Adultez",",00"
"2682,00","2022-10-23","Bienestar y Relajación","Bv. Roca 111","ARTURO RAYA","f","Tecnicatura Universitaria","Adultez","402,30"
"3824,00","2022-10-23","Grupos Específicos","Bv. Roca 111","SUSANA SEBASTIAN","m","Educacion Primaria","Adultez",",00"
"2430,00","2022-10-24","Bienestar y Relajación","Bv. Roca 111","ROSANA LEAL","f","Educacion Superior","Adultez","364,50"
"3535,00","2022-10-27","Bienestar y Cuidado Corporal","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Educacion Superior","Juventud",",00"
"3663,00","2022-10-29","Baile","Bv. Roca 111","ARTURO RAYA","m","Ingenieria","Adultez",",00"
"4032,00","2022-10-30","Entrenamiento Especializado","Bv. Roca 111","CARLOS PUENTE","m","Maestria","Juventud",",00"
"3310,00","2022-10-31","Baile","Bv. Roca 111","LILIANA RUA","m","Doctorado","Adultez",",00"
"4305,00","2022-10-31","Actividades al Aire Libre","Bv. Roca 111","SORAYA SEBASTIAN","f","Doctorado","Juventud",",00"
"3702,00","2022-11-01","Entrenamiento Especializado","Bv. Roca 111","LILIANA RUA","f","Ingenieria","Adultez",",00"
"2548,00","2022-11-02","Bienestar y Cuidado Corporal","Bv. Roca 111","IGOR ORTEGA","f","Educacion Secundaria","Adultez",",00"
"3572,00","2022-11-04","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Licenciatura","Juventud",",00"
"3670,00","2022-11-06","Entrenamiento Especializado","Bv. Roca 111","JUAN ALBERTO MORA","m","Licenciatura","Adultez",",00"
"3248,00","2022-11-07","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Educacion Primaria","Adultez",",00"
"3196,00","2022-11-07","Cardio y Acondicionamiento Físico","Bv. Roca 111","IGNACIO VEIGA","f","Licenciatura","Adultez",",00"
"2003,00","2022-11-08","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ELIA GASPAR","m","Maestria","Adultez",",00"
"2272,00","2022-11-09","Grupos Específicos","Bv. Roca 111","CARLOS PUENTE","f","Maestria","Adultez","227,20"
"2370,00","2022-11-11","Entrenamiento Especializado","Bv. Roca 111","JUAN ALBERTO MORA","m","Educacion Superior","Adultez",",00"
"3179,00","2022-11-11","Entrenamiento Especializado","Bv. Roca 111","MARTA FALCON","f","Licenciatura","Adultez",",00"
"2024,00","2022-11-14","Cardio y Acondicionamiento Físico","Bv. Roca 111","YOUSSEF DE ANDRES","f","Licenciatura","Adultez",",00"
"3403,00","2022-11-16","Bienestar y Relajación","Bv. Roca 111","VERONICA PAREJA","m","Tecnicatura Universitaria","Juventud",",00"
"3883,00","2022-11-17","Baile","Bv. Roca 111","LETICIA TORNERO","f","Ingenieria","Adultez",",00"
"3792,00","2022-11-17","Deportes","Bv. Roca 111","MARIAN HUETE","f","Ingenieria","Adultez",",00"
"4218,00","2022-11-18","Entrenamiento Especializado","Bv. Roca 111","OLGA PRADO","f","Tecnicatura Universitaria","Adultez","210,90"
"3198,00","2022-11-19","Bienestar y Relajación","Bv. Roca 111","LETICIA TORNERO","f","Tecnicatura Universitaria","Adultez",",00"
"3189,00","2022-11-23","Entrenamiento Especializado","Bv. Roca 111","ELIA GASPAR","f","Ingenieria","Adultez","159,45"
"2847,00","2022-11-24","Bienestar y Relajación","Bv. Roca 111","ROSANA LEAL","m","Maestria","Juventud",",00"
"3504,00","2022-11-27","Grupos Específicos","Bv. Roca 111","JOAN MONTALBAN","f","Ingenieria","Adultez",",00"
"3632,00","2022-11-28","Grupos Específicos","Bv. Roca 111","VERONICA PAREJA","m","Ingenieria","Adultez",",00"
"4183,00","2022-11-30","Deportes","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Doctorado","Adultez",",00"
"3395,00","2022-12-01","Actividades al Aire Libre","Bv. Roca 111","MARTA FALCON","m","Educacion Secundaria","Adultez",",00"
"2347,00","2022-12-06","Baile","Bv. Roca 111","ABDELAZIZ SANTANA","f","Maestria","Adultez",",00"
"2632,00","2022-12-07","Actividades Acuáticas","Bv. Roca 111","JUAN FRANCISCO LAVADO","f","Maestria","Adultez","526,40"
"2278,00","2022-12-07","Actividades al Aire Libre","Bv. Roca 111","MARIAN HUETE","m","Ingenieria","Juventud",",00"
"3465,00","2022-12-08","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","OLGA PRADO","m","Educacion Secundaria","Adultez",",00"
"2858,00","2022-12-09","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ABDELAZIZ SANTANA","f","Doctorado","Juventud",",00"
"3692,00","2022-12-09","Grupos Específicos","Bv. Roca 111","IGNACIO VEIGA","f","Tecnicatura Universitaria","Juventud",",00"
"3266,00","2022-12-12","Bienestar y Relajación","Bv. Roca 111","MARTA FALCON","m","Educacion Primaria","Juventud",",00"
"2469,00","2022-12-12","Entrenamiento Especializado","Bv. Roca 111","MARIAN HUETE","f","Licenciatura","Adultez",",00"
"3030,00","2022-12-14","Baile","Bv. Roca 111","NURIA GUILLEN","m","Ingenieria","Adultez","303,00"
"3702,00","2022-12-14","Baile","Bv. Roca 111","ARTURO RAYA","f","Ingenieria","Adultez","370,20"
"4383,00","2022-12-15","Baile","Bv. Roca 111","ARTURO RAYA","f","Ingenieria","Adultez","438,30"
"2915,00","2022-12-17","Deportes","Bv. Roca 111","IGNACIO VEIGA","m","Educacion Secundaria","Adultez",",00"
"2162,00","2022-12-18","Baile","Bv. Roca 111","LILIANA RUA","m","Doctorado","Adultez","216,20"
"2158,00","2022-12-20","Bienestar y Cuidado Corporal","Bv. Roca 111","IGOR ORTEGA","m","Educacion Secundaria","Adultez",",00"
"3685,00","2022-12-21","Bienestar y Relajación","Bv. Roca 111","SUSANA SEBASTIAN","f","Educacion Superior","Juventud",",00"
"2724,00","2022-12-23","Grupos Específicos","Bv. Roca 111","IGOR ORTEGA","m","Ingenieria","Adultez",",00"
"4382,00","2022-12-24","Baile","Bv. Roca 111","LILIANA RUA","f","Ingenieria","Adultez","438,20"
"4214,00","2022-12-26","Entrenamiento Especializado","Bv. Roca 111","FERRAN ESTEVE","m","Licenciatura","Adultez",",00"
"2326,00","2022-12-27","Actividades al Aire Libre","Bv. Roca 111","LUIS MANUEL MATO","m","Educacion Superior","Adultez",",00"
"4027,00","2022-12-28","Actividades al Aire Libre","Bv. Roca 111","CARLOS PUENTE","f","Maestria","Adultez",",00"
"3165,00","2022-12-30","Bienestar y Relajación","Bv. Roca 111","OLGA PRADO","m","Educacion Primaria","Adultez",",00"
"2859,00","2022-12-30","Actividades Acuáticas","Bv. Roca 111","MARIAN HUETE","m","Educacion Primaria","Adultez","571,80"
"6109,00","2023-01-01","Entrenamiento Especializado","Bv. Roca 111","OLGA PRADO","m","Educacion Primaria","Adultez",",00"
"6864,00","2023-01-03","Deportes","Bv. Roca 111","YOUSSEF DE ANDRES","f","Doctorado","Adultez",",00"
"5388,00","2023-01-04","Cardio y Acondicionamiento Físico","Bv. Roca 111","VERONICA PAREJA","f","Ingenieria","Adultez",",00"
"5883,00","2023-01-05","Cardio y Acondicionamiento Físico","Bv. Roca 111","JON SIMO","m","Educacion Superior","Adultez",",00"
"5340,00","2023-01-05","Baile","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Educacion Superior","Adultez","801,00"
"6743,00","2023-01-05","Actividades Acuáticas","Bv. Roca 111","ARTURO RAYA","m","Doctorado","Adultez",",00"
"4761,00","2023-01-06","Cardio y Acondicionamiento Físico","Bv. Roca 111","BERTA VALLE","m","Licenciatura","Adultez","1428,30"
"3509,00","2023-01-07","Bienestar y Relajación","Bv. Roca 111","JOAN MONTALBAN","f","Licenciatura","Adultez",",00"
"6379,00","2023-01-07","Entrenamiento Especializado","Bv. Roca 111","ABDELAZIZ SANTANA","f","Ingenieria","Adultez",",00"
"6221,00","2023-01-08","Cardio y Acondicionamiento Físico","Bv. Roca 111","BELEN GRANADO","m","Educacion Secundaria","Adultez","1866,30"
"7495,00","2023-01-08","Baile","Bv. Roca 111","JUAN MANUEL RINCON","f","Educacion Secundaria","Adultez","1124,25"
"3701,00","2023-01-09","Actividades al Aire Libre","Bv. Roca 111","SORAYA SEBASTIAN","f","Licenciatura","Adultez",",00"
"7136,00","2023-01-12","Bienestar y Relajación","Bv. Roca 111","MANUEL JESUS RANGEL","f","Educacion Secundaria","Adultez",",00"
"7113,00","2023-01-13","Cardio y Acondicionamiento Físico","Bv. Roca 111","FERRAN ESTEVE","f","Educacion Primaria","Adultez","2133,90"
"5767,00","2023-01-14","Deportes","Bv. Roca 111","BELEN GRANADO","f","Educacion Superior","Juventud",",00"
"5631,00","2023-01-14","Bienestar y Cuidado Corporal","Bv. Roca 111","NURIA GUILLEN","f","Maestria","Juventud",",00"
"3505,00","2023-01-16","Bienestar y Relajación","Bv. Roca 111","ROSA ANA MANRIQUE","f","Maestria","Adultez",",00"
"6751,00","2023-01-22","Deportes","Bv. Roca 111","CARLOS PUENTE","m","Ingenieria","Adultez",",00"
"4716,00","2023-01-22","Grupos Específicos","Bv. Roca 111","FERRAN ESTEVE","m","Licenciatura","Juventud",",00"
"5741,00","2023-01-22","Bienestar y Cuidado Corporal","Bv. Roca 111","LUIS MANUEL MATO","m","Doctorado","Adultez",",00"
"4313,00","2023-01-25","Bienestar y Relajación","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Educacion Secundaria","Adultez","431,30"
"3440,00","2023-01-28","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SAID AMARO","m","Licenciatura","Adultez",",00"
"4796,00","2023-01-28","Bienestar y Relajación","Bv. Roca 111","FERRAN ESTEVE","m","Educacion Primaria","Juventud","479,60"
"4807,00","2023-01-28","Actividades Acuáticas","Bv. Roca 111","IGOR ORTEGA","m","Educacion Superior","Juventud","480,70"
"4786,00","2023-01-28","Grupos Específicos","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Educacion Primaria","Juventud",",00"
"4719,00","2023-02-01","Baile","Bv. Roca 111","IGOR ORTEGA","f","Doctorado","Adultez",",00"
"5841,00","2023-02-01","Bienestar y Cuidado Corporal","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Tecnicatura Universitaria","Adultez",",00"
"3983,00","2023-02-02","Cardio y Acondicionamiento Físico","Bv. Roca 111","SAID AMARO","f","Educacion Primaria","Adultez",",00"
"3353,00","2023-02-02","Baile","Bv. Roca 111","NURIA GUILLEN","f","Educacion Secundaria","Juventud",",00"
"7039,00","2023-02-02","Bienestar y Cuidado Corporal","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Doctorado","Juventud",",00"
"4415,00","2023-02-03","Cardio y Acondicionamiento Físico","Bv. Roca 111","JOAN MONTALBAN","m","Educacion Secundaria","Adultez",",00"
"7091,00","2023-02-08","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Doctorado","Adultez",",00"
"7134,00","2023-02-08","Entrenamiento Especializado","Bv. Roca 111","JON SIMO","f","Licenciatura","Adultez",",00"
"7084,00","2023-02-09","Actividades al Aire Libre","Bv. Roca 111","MARIAN HUETE","f","Maestria","Adultez",",00"
"6899,00","2023-02-10","Entrenamiento Especializado","Bv. Roca 111","LETICIA TORNERO","m","Educacion Superior","Adultez",",00"
"4434,00","2023-02-11","Actividades al Aire Libre","Bv. Roca 111","JON SIMO","m","Ingenieria","Adultez",",00"
"3882,00","2023-02-13","Baile","Bv. Roca 111","YOUSSEF DE ANDRES","m","Licenciatura","Adultez",",00"
"5116,00","2023-02-13","Bienestar y Cuidado Corporal","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Superior","Adultez",",00"
"6191,00","2023-02-15","Baile","Bv. Roca 111","SAID AMARO","f","Maestria","Adultez",",00"
"4040,00","2023-02-17","Entrenamiento Especializado","Bv. Roca 111","JON SIMO","f","Educacion Primaria","Adultez",",00"
"5189,00","2023-02-17","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN MANUEL RINCON","m","Educacion Superior","Adultez",",00"
"6705,00","2023-02-18","Entrenamiento Especializado","Bv. Roca 111","JUAN MANUEL RINCON","m","Ingenieria","Adultez",",00"
"5686,00","2023-02-18","Grupos Específicos","Bv. Roca 111","OLGA PRADO","f","Ingenieria","Adultez",",00"
"6253,00","2023-02-20","Cardio y Acondicionamiento Físico","Bv. Roca 111","JON SIMO","f","Ingenieria","Juventud","1250,60"
"5372,00","2023-02-21","Entrenamiento Especializado","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Tecnicatura Universitaria","Juventud",",00"
"6193,00","2023-02-21","Entrenamiento Especializado","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Ingenieria","Adultez",",00"
"4828,00","2023-02-21","Grupos Específicos","Bv. Roca 111","BERTA VALLE","f","Maestria","Adultez",",00"
"3695,00","2023-02-22","Deportes","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Primaria","Adultez",",00"
"6318,00","2023-02-23","Deportes","Bv. Roca 111","MANUEL JESUS RANGEL","m","Licenciatura","Adultez",",00"
"4038,00","2023-02-26","Baile","Bv. Roca 111","SORAYA SEBASTIAN","m","Educacion Superior","Adultez",",00"
"7078,00","2023-02-26","Actividades Acuáticas","Bv. Roca 111","ELIA GASPAR","m","Licenciatura","Adultez",",00"
"5253,00","2023-02-27","Bienestar y Relajación","Bv. Roca 111","BERTA VALLE","m","Educacion Secundaria","Adultez","787,95"
"5349,00","2023-02-27","Baile","Bv. Roca 111","JOAN MONTALBAN","f","Educacion Superior","Adultez",",00"
"4422,00","2023-02-27","Bienestar y Cuidado Corporal","Bv. Roca 111","FERRAN ESTEVE","m","Tecnicatura Universitaria","Adultez",",00"
"5286,00","2023-02-28","Bienestar y Relajación","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Educacion Superior","Adultez","792,90"
"4852,00","2023-02-28","Grupos Específicos","Bv. Roca 111","ABDELAZIZ SANTANA","m","Maestria","Adultez",",00"
"6853,00","2023-03-02","Actividades Acuáticas","Bv. Roca 111","BERTA VALLE","m","Doctorado","Adultez",",00"
"3991,00","2023-03-02","Bienestar y Cuidado Corporal","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Educacion Superior","Adultez",",00"
"4861,00","2023-03-03","Cardio y Acondicionamiento Físico","Bv. Roca 111","JON SIMO","f","Tecnicatura Universitaria","Adultez","972,20"
"5289,00","2023-03-07","Cardio y Acondicionamiento Físico","Bv. Roca 111","FERRAN ESTEVE","m","Educacion Primaria","Adultez",",00"
"4031,00","2023-03-09","Cardio y Acondicionamiento Físico","Bv. Roca 111","SUSANA SEBASTIAN","f","Maestria","Adultez",",00"
"5498,00","2023-03-09","Deportes","Bv. Roca 111","ARTURO RAYA","f","Educacion Secundaria","Adultez",",00"
"4235,00","2023-03-10","Actividades al Aire Libre","Bv. Roca 111","JUAN DIEGO PICON","f","Educacion Superior","Juventud",",00"
"6565,00","2023-03-11","Bienestar y Cuidado Corporal","Bv. Roca 111","IGOR ORTEGA","m","Ingenieria","Adultez",",00"
"4077,00","2023-03-12","Entrenamiento Especializado","Bv. Roca 111","ABDELAZIZ SANTANA","f","Ingenieria","Adultez",",00"
"3804,00","2023-03-12","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Secundaria","Adultez",",00"
"4866,00","2023-03-14","Bienestar y Relajación","Bv. Roca 111","ELIA GASPAR","m","Maestria","Adultez",",00"
"6705,00","2023-03-14","Deportes","Bv. Roca 111","LETICIA TORNERO","m","Educacion Secundaria","Adultez",",00"
"6076,00","2023-03-18","Bienestar y Relajación","Bv. Roca 111","IGOR ORTEGA","f","Educacion Primaria","Juventud",",00"
"6289,00","2023-03-20","Baile","Bv. Roca 111","CARLOS PUENTE","f","Educacion Primaria","Adultez",",00"
"7367,00","2023-03-22","Grupos Específicos","Bv. Roca 111","NURIA GUILLEN","f","Maestria","Juventud",",00"
"6346,00","2023-03-23","Actividades al Aire Libre","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Primaria","Adultez",",00"
"6399,00","2023-03-28","Cardio y Acondicionamiento Físico","Bv. Roca 111","JUAN MANUEL RINCON","f","Doctorado","Adultez",",00"
"3389,00","2023-03-29","Bienestar y Relajación","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Maestria","Adultez",",00"
"6302,00","2023-04-02","Bienestar y Cuidado Corporal","Bv. Roca 111","MANUEL JESUS RANGEL","f","Maestria","Adultez",",00"
"6969,00","2023-04-04","Grupos Específicos","Bv. Roca 111","JUAN ALBERTO MORA","m","Maestria","Adultez",",00"
"5778,00","2023-04-04","Actividades al Aire Libre","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Educacion Primaria","Juventud",",00"
"3459,00","2023-04-07","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN ALBERTO MORA","m","Educacion Superior","Adultez",",00"
